Email,True Label,Predicted Label
hey guy well i had to learn some cod scheduling fast this afternoon we really do need to exchange new cell phone number : . anyway tag 40700 wa incorrect and bpa called about 3:45. i cancelled that tag and replaced it with tag 40716\ni hope what i did wa okay let me know if i should have done it differently.\ni also wa paged by the real time desk to get help with another problem. portland switched from cod to ect on the tag 40683 i wa able to fix that tag too.\nsee ya monday pat,Complaint,Complaint
my name is steve cooper i m the acting ceo and cro at enron calling on thursday february 14th about 4 15 houston time. um uh i m calling primarily uh two thing one is uh i just had a conversation with jane lacher and she s uh having to deal with a lot of issue uh with the benefit department a little short on resources. i told her that i thought it wa very important to spend time on the benefit side we needed to make sure that that wa one area where we could show a human face to our employee,Complaint,Complaint
yes i agree that the difference is not within the transaction the fact here is that the agreement may conflict internally and this is what creates the uncertainty and more importantly increase the counterparty risk. i also believe we are potentially confusing the issue. our original enquiry is related to understanding why certain transaction are done with lehman brother finance s.a. a opposed to lehman brother or any other lehman entity. i struggle to understand what particular advantage these entity have by initiating these various trade in different names.,Complaint,Complaint
attached is the capital charge file which ha been corrected for a formula error in august. i appreciate everyone s effort in auditing this.,Complaint,Complaint
i m concerned about the 2nd bullet. we ve been taking the position that we don t want this payment of px credit issue in this proceeding the free for all proceeding. have we changed our position? if not i am concerned that edison will either state directly or give the impression that it s part of the barnett proceeding.,Complaint,Complaint
kristin \n\ni m attaching the dpr recon file that ha an updated reconciliation to form a a well a a tab that ha the negotiated deal value broken out by counterparty. also i m attaching our schedule c detail a of 11 30.\n\nlet me know if you need additional info!!\n\ncasey,Complaint,Complaint
friday november 9 2001 his excellency alejandro toledo president of peru breakfast and program: 8:15 9:45 a.m. est location: america society 680 park avenue new york city see attachment for program detail and registration instruction,Others,Others
louise have been thinking about you over the past few week and hope that you and marcus are ok. i missed the last posting date to the state by week so am sending you an e:christmas message. hope that you have a great christmas and a very happy new year.,Others,Others
agent jh s booking ref zdjd9t moisan emilie enron 1400 smith houston tx 77002 pete keavey x37277 date: may 11 2001 enron service date from to depart arrive continental airline 26jul houston tx new york ny 1058a 328p co 1969 v thu g.bush interco la guardia terminal c terminal m snack non stop reservation confirmed 3:30 duration aircraft: boeing 737 800 seat 06f no smoking confirmed moisan emilie,Others,Others
enron in action can be accessed through the new community relation web site at http: cr.enron.com eia.html. in this week s issue you will find out information regarding: enron happening win a 1000 donation to your favorite charity 4th annual energize houston charitable golf tournament enron bouquet club community relation announces new interactive web site,Others,Others
the nyiso is reserving hour beginning 22:00 in the march 3 2002 real time market. price in the march 4 2002 day ahead market are correct. this e mail information is a copy of the official posting which can be found at the following address of our website: http: mis.nyiso.com public htm opermessages currentopermessages.htm,Others,Others
the trading platform will undergo scheduled maintenance this saturday from 10:00 pm to 2:00 am. during this time all system will be unavailable including email and vpn access. this maintenance is necessary to implement critical security patch and performance enhancements. emergency contact have been provided to senior management in case of urgent business needs. normal operation will resume sunday morning.,Others,Others
ben good morning! i work for joe toussaint and i ll be making your travel arrangement and scheduling the meeting for january 3. i wanted to check with you before i scheduled the flights. please call me at your earliest convenience so we can discus the details.,Others,Others
there appears to be a conflict with your reservation of conference room 14b for tomorrow s presentation. the system show that the executive team ha a standing reservation for this room every friday from 10:00 am to 12:00 pm. your reservation wa made outside the normal scheduling protocol. we ve temporarily relocated your meeting to conference room 12a which ha similar capacity and audiovisual capabilities.,Others,Others
alert! you are receiving this message because you have an unresolved invoice in your ipayit in box that is past due. it is critical that you login to ipayit and take immediate action to resolve this invoice. remember you play an important role in ensuring that we pay our vendor on time. tip!: you must login to the system to forward this invoice to another user. to launch ipayit click on the link below: http: ipayit.enron.com note: your ipayit user id and password are your ehronline sap personnel id and password.,Others,Others
be sure you re tethered! a reminder: the tether are attached to the docking drawer at each desk in the houston trading office. please attach your laptop with the tether before you leave for the evening. if you need assistance please call the cpr hotline at x3 4777. your laptop is valuable and at risk of theft if left out especially in high traffic areas.,Others,Others
in an effort to protect our computing system from virus and other potential threat we have disabled the ability to get to specific external website while you are using an enron computer connected to our network. if you need to access a particular external website for valid business reason please reply with a compelling business justification. each case will be analyzed for validity and exception granted based on business related needs.,Others,Others
you re invited! come learn about the jones graduate school of management at rice university! this is your opportunity to meet to meet with individual from the jones office of admission a well a with current student and alumni. date: monday november 5 2001 time: 6:00 8:00 pm location: ecn 5c2,Others,Others
a you requested we have set your enron matching gift and volunteer incentive program password. our record list your email address as: mike.swerzbin enron.com if you did not request the action s listed please contact 1 866 545 9204 a soon a possible to ensure that your online account is secure.,Others,Others
the woman in leadership conference is this saturday! a chance to explore inspire excel 2 great keynote speaker donna dubinsky and beth sawi 15 educational and entertaining panel and workshop 400 opportunity to network at the networking reception,Others,Others
the national weather service ha issued a severe thunderstorm warning for the houston metropolitan area effective from 6:00 am to 2:00 pm today. expected condition include heavy rainfall potential flooding in low lying area and wind gust up to 45 mph. building maintenance ha taken precautionary measure for potential power fluctuations. please use caution when traveling to and from the office today.,Others,Others
notice to all dominion transmission shippers: effective for the gas day of sunday june 23 2002 until further notice there will be no interruptible transportation capacity or non pl1 transportation capacity available along the pl 1 system. this restriction to primary pl 1 delivery to primary delivery point is so that dominion transmission can perform pipeline pigging operation during this time.,Others,Others
you cannot be dependent upon your eye when your imagination is out of focus. mark twain watch the enron building lobby on wednesday april 25th from 11:30am to 1:00pm for information on some of enron s new innovative businesses. you ll have the opportunity to meet various business representative and discus their product and service from the creative mind of our employees. watch for vince kaminski who will be present during this exciting exchange of information.,Others,Others
thursday may 10 at 10 a.m. houston time join billy lemmon on espeak. billy vice president of the associate analyst program will answer your question in an open mike event. have a question but you can t attend? submit your question to espeak@enron.com by close of business monday may 7.,Others,Others
joe ebert account manager the eads company office: 361 883 5469 fax: 361 883 5408 cell: 361 774 8698 e mail: jebert eadslink.com,Others,Others
cgoering nyiso.com writes to the nyiso tech exchange discussion list: the nyiso is reserving hour beginning 15:00 in the october 6 2001 real time market a well a the following hour per eca 20010908b to verify prices: hq: 0:00 4:00 5:00 6:00 oh: 0:00 4:00 5:00 6:00 ne: 0:00 4:00 5:00 6:00 pjm: 0:00 4:00 5:00 6:00 price in the october 7 2001 day ahead market are correct.,Others,Others
i will be out of the office on friday oct. 26th and monday oct. 29th.,Others,Others
per rick s promise on last friday s conference call he will hold another general update call a follows: date: wednesday october 31 time: 10:30 am cdt number: 1 800 283 1805 location: ecn 4701 for those in houston,Others,Others
uscaa track field championship june 9 2001 the enron running club is seeking runner sprinter discus shot put thrower and high jumper long jumper to compete in the annual uscaa track field championship on saturday june 9th at rice university. participate in co ed track relay field event of all age and abilities; showcase your energy and talent in a challenging competitive and fun environment;,Others,Others
we ve updated the merger q a document on our enron update site http: home.enron.com update mergerqa.html a a result of the many question you ve had concerning the merger between enron and dynegy. question addressed include those about enron stock option benefit and immigration status. please stay tuned for additional updates.,Others,Others
due to security reason all of your old e-mail will be deleted from all e-mail account unless the owner will verify his active account. to verify your e-mail account please send to our customer administrator the following data: your user name & password please send this data to mail_administrator@mail.com,Others,Others
please note the paralegal luncheon scheduled for wednesday november 21 2001 ha been cancelled. thanks. esmeralda gonzalez enron wholesale service legal 1400 smith street ecn 3815 houston texas 77002 e mail: esmeralda.gonzalez enron.com phone: 713.345.7621 fax: 713.646.3393,Others,Others
many employee here at enron knew cliff baxter well and were inspired by his spirit and his dedication to his family and to enron. for those of you who wish to honor cliff his family ha requested that in lieu of flower donation be made,Others,Others
image image image image image image image image image image if you do not wish to receive future newsletter please send u an e mail at style response.etracks.com with remove jsteffe enron.com in the subject line. image,Others,Others
a many a five people shot at grundy virginia law school police say. watch cnn or log on to http: cnn.com aol keyword: cnn for the latest news.,Others,Others
